Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Years_Operating,Outlet_Age_Category,Item_Category_Code,Item_Numeric_ID,Price_per_Weight_Ratio,High_Value_Item,Has_Zero_Visibility,Item_Visibility_Corrected,MRP_Price_Segment,Weight_Category,Store_Avg_Sales,Store_Sales_Std,Store_Product_Count,Store_Median_Sales,Store_Min_Sales,Store_Max_Sales,Store_Sales_Range,Market_Segment,Outlet_Item_Interaction,Size_Location_Interaction,Visibility_Type_Ratio,MRP_Type_Ratio
FDS19,13.8,1,0.064195136,6,75.8012,OUT035,2004,2,1,1,1138.518,9,0,1,0,5.492840579710144,0,0,0.064195136,0,0,2438.841866021505,1538.512533259296,930,2109.2544,113.8518,8479.6288,8365.777,0,22,4,0.8757315038299435,0.5252874188143574
DRB13,6.115,1,0.007055292,14,188.653,OUT049,1999,1,0,1,3605.307,14,0,0,0,30.85085854456255,1,0,0.007055292,3,1,2348.3546346236562,1513.2894635254877,930,1966.1074,111.8544,7646.0472,7534.1928,2,30,1,0.10092547323534601,1.393262990014405
DRI51,17.25,0,0.070703828,4,170.3764,OUT010,1998,2,2,0,343.5528,15,0,0,0,9.876892753623189,0,0,0.070703828,3,3,339.351661981982,271.0148547350674,555,250.3408,33.29,1775.6886,1742.3986,2,4,5,0.9336265073041883,1.157204684151198
FDS57,15.5,0,0.102941345,13,142.047,OUT027,1985,1,2,3,2719.793,28,1,1,0,9.16432258064516,0,0,0.102941345,4,0,3694.0385576470585,2127.7600537615554,935,3364.9532,241.6854,13086.9648,12845.2794,2,61,2,1.4401340036102965,0.9698668573094118
FDT39,6.26,1,0.009887927,10,150.7366,OUT045,2002,2,1,1,2418.1856,11,0,1,0,24.07932907348243,0,0,0.009887927,4,1,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,2,26,4,0.1551267860483526,1.0744555828581634
FDH48,13.5,0,0.101231721,0,86.254,OUT010,1998,2,2,0,173.108,15,0,1,0,6.389185185185186,0,0,0.101231721,1,0,339.351661981982,271.0148547350674,555,250.3408,33.29,1775.6886,1742.3986,2,0,5,1.3811168925827682,0.6767236225318006
NCB18,19.6,0,0.069112952,9,90.1514,OUT010,1998,2,2,0,442.757,15,0,2,0,4.599561224489795,0,0,0.069112952,1,3,339.351661981982,271.0148547350674,555,250.3408,33.29,1775.6886,1742.3986,2,9,5,1.0938042814339477,0.6061148375156302
FDR25,17.0,1,0.138846289,3,263.7884,OUT027,1985,1,2,3,1324.942,28,1,1,0,15.516964705882355,1,0,0.138846289,2,3,3694.0385576470585,2127.7600537615554,935,3364.9532,241.6854,13086.9648,12845.2794,2,51,2,1.933491987644583,1.9029477628266172
FDV21,11.5,0,0.171050595,13,126.3704,OUT035,2004,2,1,1,3880.2824,9,0,1,0,10.988730434782608,0,0,0.171050595,4,2,2438.841866021505,1538.512533259296,930,2109.2544,113.8518,8479.6288,8365.777,2,29,4,2.3929722134218605,0.8628303498485241
DRH23,14.65,0,0.0,7,54.9614,OUT049,1999,1,0,1,552.614,14,0,0,0,3.751631399317406,0,1,0.07037785292307693,0,0,2348.3546346236562,1513.2894635254877,930,1966.1074,111.8544,7646.0472,7534.1928,0,23,1,1.0,0.40031601744078116
FDS52,8.89,0,0.005496816,5,102.8016,OUT018,2009,1,2,2,1012.016,4,2,1,0,11.56373453318335,0,0,0.005496816,1,2,1995.498739224138,1375.9328887730178,928,1655.1788,69.2432,6768.5228,6699.2796,2,37,2,0.07654718448262232,0.7533052670396647
NCC31,8.02,0,0.033259081,9,154.2972,OUT010,1998,2,2,0,1090.5804,15,0,2,0,19.239052369077307,0,0,0.033259081,4,1,339.351661981982,271.0148547350674,555,250.3408,33.29,1775.6886,1742.3986,2,9,5,0.5263691412625301,1.037386244773977
FDU03,18.7,1,0.092095924,10,183.3292,OUT017,2007,2,1,1,2006.7212,6,2,1,0,9.803700534759358,0,0,0.092095924,3,3,2340.67526349892,1550.7780254644128,926,2005.0567,143.8128,9664.7528,9520.94,2,26,4,1.444847307051654,1.3067767379715396
FDG50,7.405,0,0.015295536,3,89.7146,OUT049,1999,1,0,1,547.2876,14,0,1,0,12.115408507765023,0,0,0.015295536,1,1,2348.3546346236562,1513.2894635254877,930,1966.1074,111.8544,7646.0472,7534.1928,2,19,1,0.21299666354589625,0.6471937255879516
FDY31,5.98,0,0.043526599,6,148.4418,OUT013,1987,0,2,1,2354.2688,26,1,1,0,24.823043478260868,0,0,0.043526599,4,1,2298.995255579399,1533.5316639442303,932,2050.664,73.238,10256.649,10183.411,2,22,0,0.5937772917697832,1.028672500780424
FDX39,14.3,1,0.049435598,10,209.7586,OUT027,1985,1,2,3,5487.5236,28,1,1,0,14.668433566433565,1,0,0.049435598,2,0,3694.0385576470585,2127.7600537615554,935,3364.9532,241.6854,13086.9648,12845.2794,2,58,2,0.775570595749581,1.4951663950395082
FDE46,18.6,0,0.027610698,13,149.5366,OUT019,1985,2,0,0,604.5464,28,1,1,0,8.039602150537634,0,0,0.027610698,4,3,340.3297227272727,249.97944948330021,528,265.3213,33.9558,1482.0708,1448.115,2,13,3,0.3862695309956831,1.0210042612285695
NCN29,15.2,0,0.012141036,8,48.7034,OUT045,2002,2,1,1,680.4476,11,0,2,0,3.204171052631579,0,0,0.012141036,0,0,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,0,24,4,0.20121534640684247,0.3658936440485615
DRF13,12.1,0,0.029949818,14,146.3444,OUT017,2007,2,1,1,3773.7544,6,2,0,0,12.094578512396696,0,0,0.029949818,4,2,2340.67526349892,1550.7780254644128,926,2005.0567,143.8128,9664.7528,9520.94,2,30,4,0.4284301138723222,1.0808003918085802
FDT46,11.35,0,0.053939315,13,52.1008,OUT019,1985,2,0,0,50.6008,28,1,1,0,4.590378854625551,0,0,0.053939315,0,2,340.3297227272727,249.97944948330021,528,265.3213,33.9558,1482.0708,1448.115,0,13,3,0.7546029407615271,0.35573323730389383
FDS58,9.285,1,0.0,13,161.5578,OUT046,1997,2,0,1,4653.2762,16,1,1,0,17.399870759289175,0,1,0.0714803933119658,3,2,2277.8442668817206,1488.405630940313,930,1945.8004999999998,101.8674,9779.9362,9678.068800000001,2,29,3,0.9999999999999998,1.1030824710118656
FDX52,11.5,1,0.073541072,5,192.282,OUT019,1985,2,0,0,386.164,28,1,1,0,16.720173913043478,1,0,0.073541072,3,2,340.3297227272727,249.97944948330021,528,265.3213,33.9558,1482.0708,1448.115,2,5,3,1.0241132330850826,1.4089960015886993
FDP27,8.155,0,0.199935881,10,188.453,OUT010,1998,2,2,0,379.506,15,0,1,0,23.108890251379524,1,0,0.199935881,3,1,339.351661981982,271.0148547350674,555,250.3408,33.29,1775.6886,1742.3986,2,10,5,3.136694944782247,1.3432993576634304
FDX44,9.3,0,0.043033346,6,89.4172,OUT049,1999,1,0,1,1159.8236,14,0,1,0,9.614752688172041,0,0,0.043033346,1,2,2348.3546346236562,1513.2894635254877,930,1966.1074,111.8544,7646.0472,7534.1928,2,22,1,0.5870484768100543,0.6196436228662231
DRO35,13.85,0,0.034570357,7,117.4492,OUT046,1997,2,0,1,3243.7776,16,1,0,0,8.480086642599279,0,0,0.034570357,1,0,2277.8442668817206,1488.405630940313,930,1945.8004999999998,101.8674,9779.9362,9678.068800000001,2,23,3,0.4912107369598991,0.85545120749482
FDC59,16.7,1,0.054739692,15,65.7168,OUT045,2002,2,1,1,1086.5856,11,0,1,0,3.935137724550899,0,0,0.054739692,0,0,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,0,31,4,0.7499596428414442,0.4388377865828346
FDB12,11.15,1,0.105471384,0,105.8648,OUT049,1999,1,0,1,1973.4312,14,0,1,0,9.494600896860986,0,0,0.105471384,1,2,2348.3546346236562,1513.2894635254877,930,1966.1074,111.8544,7646.0472,7534.1928,2,16,1,1.4389591393638748,0.8305842158578682
FDU26,16.7,1,0.042610897,4,117.2782,OUT035,2004,2,1,1,715.0692,9,0,1,0,7.022646706586826,0,0,0.042610897,1,0,2438.841866021505,1538.512533259296,930,2109.2544,113.8518,8479.6288,8365.777,2,20,4,0.562666323232294,0.7965591618840464
NCF30,17.0,0,0.126758324,9,124.5362,OUT018,2009,1,2,2,1132.5258,4,2,2,0,7.325658823529412,0,0,0.126758324,4,3,1995.498739224138,1375.9328887730178,928,1655.1788,69.2432,6768.5228,6699.2796,2,41,2,2.0061188747746086,0.8372941366170024
FDX20,7.365,0,0.042524835,6,228.372,OUT013,1987,0,2,1,4527.44,26,1,1,0,31.007739307535644,1,0,0.042524835,2,1,2298.995255579399,1533.5316639442303,932,2050.664,73.238,10256.649,10183.411,1,22,0,0.5801115166212937,1.5825730781237293
FDN02,16.5,0,0.073813788,3,207.2638,OUT035,2004,2,1,1,5383.6588,9,0,1,0,12.561442424242424,1,0,0.073813788,2,0,2438.841866021505,1538.512533259296,930,2109.2544,113.8518,8479.6288,8365.777,1,19,4,1.027887520102866,1.4951839600412429
DRC27,13.8,0,0.097251621,4,245.7802,OUT010,1998,2,2,0,245.6802,15,0,0,0,17.810159420289853,1,0,0.097251621,2,0,339.351661981982,271.0148547350674,555,250.3408,33.29,1775.6886,1742.3986,1,4,5,1.2841835274308013,1.6693509119315721
FDZ38,17.6,0,0.014008751,4,171.3422,OUT019,1985,2,0,0,862.211,28,1,1,0,9.73535227272727,0,0,0.014008751,3,3,340.3297227272727,249.97944948330021,528,265.3213,33.9558,1482.0708,1448.115,2,4,3,0.18498208142031652,1.163764444094202
DRH25,18.7,0,0.02442574,14,52.9324,OUT010,1998,2,2,0,51.9324,15,0,0,0,2.8306096256684494,0,0,0.02442574,0,3,339.351661981982,271.0148547350674,555,250.3408,33.29,1775.6886,1742.3986,0,14,5,0.34940855298739165,0.39092277298870676
FDK21,7.905,0,0.010012319,13,250.4408,OUT046,1997,2,0,1,3004.0896,16,1,1,0,31.6813156230234,1,0,0.010012319,2,1,2277.8442668817206,1488.405630940313,930,1945.8004999999998,101.8674,9779.9362,9678.068800000001,1,29,3,0.14007084371098358,1.7099567864020708
FDT01,13.65,1,0.184454044,3,211.4902,OUT049,1999,1,0,1,4035.4138,14,0,1,0,15.493787545787544,1,0,0.184454044,2,0,2348.3546346236562,1513.2894635254877,930,1966.1074,111.8544,7646.0472,7534.1928,2,19,1,2.568598834950795,1.525672861087727
FDZ09,17.6,0,0.105042025,13,163.8868,OUT049,1999,1,0,1,3111.9492,14,0,1,0,9.311749999999998,0,0,0.105042025,3,3,2348.3546346236562,1513.2894635254877,930,1966.1074,111.8544,7646.0472,7534.1928,2,29,1,1.469522202285028,1.1189843901701275
DRL37,15.5,0,0.053589594,14,44.177,OUT018,2009,1,2,2,173.108,4,2,0,0,2.8501290322580646,0,0,0.053589594,0,0,1995.498739224138,1375.9328887730178,928,1655.1788,69.2432,6768.5228,6699.2796,0,46,2,0.7665955051810838,0.32626133223360543
FDN49,17.25,1,0.125734578,2,41.748,OUT018,2009,1,2,2,199.74,4,2,1,0,2.4201739130434783,0,0,0.125734578,0,3,1995.498739224138,1375.9328887730178,928,1655.1788,69.2432,6768.5228,6699.2796,0,34,2,1.4509538218232654,0.3025536517748486
FDC22,6.89,1,0.136705075,13,194.882,OUT045,2002,2,1,1,4440.886,11,0,1,0,28.284760522496374,1,0,0.136705075,2,1,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,2,29,4,1.9124835310204649,1.330613056848598
FDT33,7.81,1,0.03412912,13,165.1158,OUT018,2009,1,2,2,1838.2738,4,2,1,0,21.141587708066584,0,0,0.03412912,3,1,1995.498739224138,1375.9328887730178,928,1655.1788,69.2432,6768.5228,6699.2796,2,45,2,0.4774612788019842,1.127375742100357
NCB43,20.2,0,0.100319317,9,188.6898,OUT018,2009,1,2,2,3367.6164,4,2,2,0,9.341079207920792,1,0,0.100319317,3,3,1995.498739224138,1375.9328887730178,928,1655.1788,69.2432,6768.5228,6699.2796,2,41,2,1.587686464978799,1.2686179856092834
DRI25,19.6,0,0.033737273,14,56.6614,OUT027,1985,1,2,3,607.8754,28,1,0,0,2.8908877551020407,0,0,0.033737273,0,3,3694.0385576470585,2127.7600537615554,935,3364.9532,241.6854,13086.9648,12845.2794,0,62,2,0.48260940060242175,0.4184626355393352
FDD21,10.3,1,0.030569229,6,113.1176,OUT046,1997,2,0,1,4695.2216,16,1,1,0,10.982291262135922,0,0,0.030569229,1,2,2277.8442668817206,1488.405630940313,930,1945.8004999999998,101.8674,9779.9362,9678.068800000001,2,22,3,0.41701659270714714,0.7838827370341755
FDS23,4.635,0,0.14086247,1,126.4994,OUT035,2004,2,1,1,1670.4922,9,0,1,0,27.292211434735705,0,0,0.14086247,4,1,2438.841866021505,1538.512533259296,930,2109.2544,113.8518,8479.6288,8365.777,2,17,4,1.9132759117451372,0.8946851620556511
FDS13,6.465,0,0.208397715,3,265.2884,OUT010,1998,2,2,0,264.9884,15,0,1,0,41.03455529775716,1,0,0.208397715,2,1,339.351661981982,271.0148547350674,555,250.3408,33.29,1775.6886,1742.3986,1,3,5,2.902024354399125,1.913768639120798
DRI03,6.03,0,0.039751236,4,176.9028,OUT019,1985,2,0,0,708.4112,28,1,0,0,29.337114427860698,0,0,0.039751236,3,1,340.3297227272727,249.97944948330021,528,265.3213,33.9558,1482.0708,1448.115,2,4,3,0.5249052092017495,1.2015323061143597
FDU58,6.61,1,0.0,13,186.4898,OUT045,2002,2,1,1,2993.4368,11,0,1,0,28.213282904689862,1,1,0.0714803933119658,3,1,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,2,29,4,0.9999999999999998,1.2733128911294203
FDL09,19.6,1,0.127416049,13,167.4816,OUT027,1985,1,2,3,1006.6896,28,1,1,0,8.544979591836734,0,0,0.127416049,3,3,3694.0385576470585,2127.7600537615554,935,3364.9532,241.6854,13086.9648,12845.2794,2,61,2,1.782531448084108,1.1435289238713382
FDS12,9.1,0,0.291438755,0,126.8362,OUT010,1998,2,2,0,125.8362,15,0,1,0,13.938043956043957,0,0,0.291438755,4,2,339.351661981982,271.0148547350674,555,250.3408,33.29,1775.6886,1742.3986,2,0,5,3.976134987212068,0.9951196783009248
FDP03,5.15,1,0.06112617,10,122.5388,OUT013,1987,0,2,1,371.5164,26,1,1,0,23.793941747572813,0,0,0.06112617,4,1,2298.995255579399,1533.5316639442303,932,2050.664,73.238,10256.649,10183.411,2,26,0,0.9589781857759699,0.8734607107811898
FDI21,5.59,1,0.056328717,13,63.9168,OUT027,1985,1,2,3,1597.92,28,1,1,0,11.434132379248659,0,0,0.056328717,0,1,3694.0385576470585,2127.7600537615554,935,3364.9532,241.6854,13086.9648,12845.2794,0,61,2,0.7880303169872258,0.43641038490974265
FDW45,18.0,0,0.03901099,13,147.7418,OUT046,1997,2,0,1,4119.9704,16,1,1,0,8.207877777777778,0,0,0.03901099,4,3,2277.8442668817206,1488.405630940313,930,1945.8004999999998,101.8674,9779.9362,9678.068800000001,2,29,3,0.545757909161778,1.008749746627776
NCA18,10.1,0,0.093862362,9,115.9492,OUT010,1998,2,2,0,231.6984,15,0,2,0,11.480118811881189,0,0,0.093862362,1,2,339.351661981982,271.0148547350674,555,250.3408,33.29,1775.6886,1742.3986,2,9,5,1.4854965740879231,0.7795611661945052
FDN32,17.5,0,0.015485016,6,185.6266,OUT027,1985,1,2,3,4979.5182,28,1,1,0,10.607234285714286,0,0,0.015485016,3,3,3694.0385576470585,2127.7600537615554,935,3364.9532,241.6854,13086.9648,12845.2794,2,54,2,0.21124211573460544,1.2863558568635483
FDR15,9.3,1,0.033276066,10,153.8314,OUT027,1985,1,2,3,3723.1536,28,1,1,0,16.54101075268817,0,0,0.033276066,4,2,3694.0385576470585,2127.7600537615554,935,3364.9532,241.6854,13086.9648,12845.2794,2,58,2,0.5220517071892683,1.0965154219273041
DRK11,8.21,0,0.010781158,7,149.9392,OUT049,1999,1,0,1,1938.8096,14,0,0,0,18.262996345919607,0,0,0.010781158,4,1,2348.3546346236562,1513.2894635254877,930,1966.1074,111.8544,7646.0472,7534.1928,2,23,1,0.15318964066414215,1.0920948775369037
DRG49,7.81,0,0.067730081,14,242.6486,OUT018,2009,1,2,2,2199.1374,4,2,0,0,31.068962868117797,1,0,0.067730081,2,1,1995.498739224138,1375.9328887730178,928,1655.1788,69.2432,6768.5228,6699.2796,1,46,2,0.9688742120373355,1.792037836444739
FDD29,12.15,0,0.018410515,5,252.1698,OUT046,1997,2,0,1,2283.0282,16,1,1,0,20.754716049382715,1,0,0.018410515,2,2,2277.8442668817206,1488.405630940313,930,1945.8004999999998,101.8674,9779.9362,9678.068800000001,1,21,3,0.25637989121794974,1.8478393189244027
FDE33,19.35,1,0.083079826,6,80.3644,OUT010,1998,2,2,0,157.1288,15,0,1,0,4.153198966408269,0,0,0.083079826,0,3,339.351661981982,271.0148547350674,555,250.3408,33.29,1775.6886,1742.3986,0,6,5,1.1333509903446584,0.5569094980101178
FDJ58,15.6,1,0.176244038,13,173.6764,OUT010,1998,2,2,0,515.3292,15,0,1,0,11.133102564102565,0,0,0.176244038,3,0,339.351661981982,271.0148547350674,555,250.3408,33.29,1775.6886,1742.3986,2,13,5,2.465627703401245,1.1858257073842626
FDM46,7.365,0,0.160216552,13,93.512,OUT049,1999,1,0,1,1677.816,14,0,1,0,12.696809232858113,0,0,0.160216552,1,1,2348.3546346236562,1513.2894635254877,930,1966.1074,111.8544,7646.0472,7534.1928,2,29,1,2.2414055739838767,0.6384801478434442
FDD23,9.5,1,0.048676324,15,187.7898,OUT035,2004,2,1,1,2057.9878,9,0,1,0,19.767347368421053,1,0,0.048676324,3,2,2438.841866021505,1538.512533259296,930,2109.2544,113.8518,8479.6288,8365.777,2,31,4,0.66688863652858,1.254005979823016
DRM35,9.695000000000002,0,0.070103425,7,179.4344,OUT027,1985,1,2,3,5888.3352,28,1,0,0,18.507931923671993,0,0,0.070103425,3,2,3694.0385576470585,2127.7600537615554,935,3364.9532,241.6854,13086.9648,12845.2794,2,55,2,0.9961006493992239,1.3069256678300791
DRC25,5.73,0,0.045556681,14,85.3882,OUT018,2009,1,2,2,1288.323,4,2,0,0,14.901954624781848,0,0,0.045556681,1,1,1995.498739224138,1375.9328887730178,928,1655.1788,69.2432,6768.5228,6699.2796,2,46,2,0.6516852298893789,0.6306192790146354
FDL36,15.1,0,0.076193763,0,89.783,OUT049,1999,1,0,1,2247.075,14,0,1,0,5.9458940397351,0,0,0.076193763,1,0,2348.3546346236562,1513.2894635254877,930,1966.1074,111.8544,7646.0472,7534.1928,2,16,1,1.0395209342410359,0.7044111229829648
FDD41,6.765,1,0.087187488,5,105.5306,OUT013,1987,0,2,1,1567.959,26,1,1,0,15.599497413155952,0,0,0.087187488,1,1,2298.995255579399,1533.5316639442303,932,2050.664,73.238,10256.649,10183.411,2,21,0,1.2141495601294312,0.7733027191586128
FDV19,14.85,1,0.035311852,6,160.9578,OUT049,1999,1,0,1,4813.734,14,0,1,0,10.838909090909091,0,0,0.035311852,3,0,2348.3546346236562,1513.2894635254877,930,1966.1074,111.8544,7646.0472,7534.1928,2,22,1,0.4817140858612776,1.1154059210149387
FDR44,6.11,1,0.103080901,6,131.2968,OUT049,1999,1,0,1,1957.452,14,0,1,0,21.488837970540096,0,0,0.103080901,4,1,2348.3546346236562,1513.2894635254877,930,1966.1074,111.8544,7646.0472,7534.1928,2,22,1,1.4061998785838778,0.9098610202818017
FDX50,20.1,0,0.075049323,4,110.4228,OUT017,2007,2,1,1,1105.228,6,2,1,0,5.493671641791044,0,0,0.075049323,1,3,2340.67526349892,1550.7780254644128,926,2005.0567,143.8128,9664.7528,9520.94,2,20,4,0.9910076906731824,0.7499969561341295
DRC25,5.73,0,0.045463871,14,85.2882,OUT045,2002,2,1,1,2061.3168,11,0,0,0,14.884502617801047,0,0,0.045463871,1,1,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,2,30,4,0.6503575891381567,0.6298807469001106
FDA15,9.3,0,0.015944801,4,249.5092,OUT027,1985,1,2,3,6474.2392,28,1,1,0,26.828946236559137,1,0,0.015944801,2,2,3694.0385576470585,2127.7600537615554,935,3364.9532,241.6854,13086.9648,12845.2794,1,52,2,0.2105471413413476,1.6946784588641273
FDX22,6.785,1,0.022974812,13,208.7928,OUT046,1997,2,0,1,5890.9984,16,1,1,0,30.77270449521002,1,0,0.022974812,2,1,2277.8442668817206,1488.405630940313,930,1945.8004999999998,101.8674,9779.9362,9678.068800000001,2,29,3,0.3214141799658231,1.4255930555719767
FDJ50,8.645,0,0.021629781,3,51.9982,OUT045,2002,2,1,1,999.3658,11,0,1,0,6.01482938114517,0,0,0.021629781,0,1,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,0,19,4,0.30120364439849767,0.37511072648005367
FDT13,14.85,0,0.032516546,3,188.8214,OUT019,1985,2,0,0,753.6856,28,1,1,0,12.715245791245792,1,0,0.032516546,3,0,340.3297227272727,249.97944948330021,528,265.3213,33.9558,1482.0708,1448.115,2,3,3,0.4528063487305484,1.3621420073960409
FDN12,15.6,0,0.081036436,0,112.3544,OUT013,1987,0,2,1,2572.6512,26,1,1,0,7.2022051282051285,0,0,0.081036436,1,0,2298.995255579399,1533.5316639442303,932,2050.664,73.238,10256.649,10183.411,2,16,0,1.1055901210481482,0.8814997168292129
FDD58,7.76,0,0.059472609,13,98.77,OUT045,2002,2,1,1,1298.31,11,0,1,0,12.728092783505154,0,0,0.059472609,1,1,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,2,29,4,0.8320128953465662,0.6743806591934403
FDM04,9.195,1,0.047081398,5,51.1666,OUT013,1987,0,2,1,1179.1318,26,1,1,0,5.564611201740076,0,0,0.047081398,0,2,2298.995255579399,1533.5316639442303,932,2050.664,73.238,10256.649,10183.411,0,21,0,0.6556429137169165,0.37493647255015206
FDA23,9.8,0,0.047260402,0,102.8016,OUT049,1999,1,0,1,1922.8304,14,0,1,0,10.489959183673468,0,0,0.047260402,1,2,2348.3546346236562,1513.2894635254877,930,1966.1074,111.8544,7646.0472,7534.1928,2,16,1,0.6447795108852534,0.806551245786458
FDW28,18.25,0,0.148673586,5,197.2452,OUT010,1998,2,2,0,195.7452,15,0,1,0,10.807956164383562,1,0,0.148673586,2,3,339.351661981982,271.0148547350674,555,250.3408,33.29,1775.6886,1742.3986,1,5,5,2.070388460380521,1.4453651310708404
FDA45,21.25,0,0.156012631,13,177.337,OUT018,2009,1,2,2,2822.992,4,2,1,0,8.345270588235294,0,0,0.156012631,3,3,1995.498739224138,1375.9328887730178,928,1655.1788,69.2432,6768.5228,6699.2796,2,45,2,2.1825933486278606,1.2108195095614773
NCO26,7.235,0,0.077011493,9,117.3492,OUT045,2002,2,1,1,1506.0396,11,0,2,0,16.219654457498272,0,0,0.077011493,1,1,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,2,25,4,1.21880918591092,0.788973785105824
FDV26,20.25,1,0.07614605,4,197.0794,OUT035,2004,2,1,1,4681.9056,9,0,1,0,9.732316049382716,1,0,0.07614605,2,3,2438.841866021505,1538.512533259296,930,2109.2544,113.8518,8479.6288,8365.777,2,20,4,1.0054896986130666,1.3385727414695205
FDC50,15.85,0,0.135836915,3,93.8094,OUT027,1985,1,2,3,3237.1196,28,1,1,0,5.918574132492114,0,0,0.135836915,1,0,3694.0385576470585,2127.7600537615554,935,3364.9532,241.6854,13086.9648,12845.2794,2,51,2,1.8915852103102178,0.6767332750875596
NCV05,10.1,0,0.030062224,8,154.3656,OUT027,1985,1,2,3,2471.4496,28,1,2,0,15.283722772277228,0,0,0.030062224,4,2,3694.0385576470585,2127.7600537615554,935,3364.9532,241.6854,13086.9648,12845.2794,2,56,2,0.49822608350062497,1.1597012097665178
FDW48,18.0,0,0.008575615,0,80.2618,OUT018,2009,1,2,2,644.4944,4,2,1,0,4.4589888888888884,0,0,0.008575615,0,3,1995.498739224138,1375.9328887730178,928,1655.1788,69.2432,6768.5228,6699.2796,0,32,2,0.11699817630074841,0.6297105762854229
FDS55,7.02,0,0.081096635,6,148.4734,OUT013,1987,0,2,1,3563.3616,26,1,1,0,21.15005698005698,0,0,0.081096635,4,1,2298.995255579399,1533.5316639442303,932,2050.664,73.238,10256.649,10183.411,2,22,0,1.1062968715277435,1.0288914825700861
FDX32,15.1,1,0.100060762,6,144.0786,OUT045,2002,2,1,1,2600.6148,11,0,1,0,9.541629139072848,0,0,0.100060762,4,0,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,2,22,4,1.3650000146526686,0.9984363822787273
FDC53,8.68,0,0.008834023,5,100.0384,OUT035,2004,2,1,1,2266.3832,9,0,1,0,11.52516129032258,0,0,0.008834023,1,1,2438.841866021505,1538.512533259296,930,2109.2544,113.8518,8479.6288,8365.777,2,21,4,0.12302023358699449,0.7330572055903877
FDG35,21.2,1,0.007069662,15,175.7738,OUT018,2009,1,2,2,1911.5118,4,2,1,0,8.291216981132076,0,0,0.007069662,3,3,1995.498739224138,1375.9328887730178,928,1655.1788,69.2432,6768.5228,6699.2796,2,47,2,0.09685770954885406,1.1737666065793502
NCC30,16.6,0,0.046161923,9,176.6344,OUT010,1998,2,2,0,356.8688,15,0,2,0,10.640626506024095,0,0,0.046161923,3,0,339.351661981982,271.0148547350674,555,250.3408,33.29,1775.6886,1742.3986,2,9,5,0.7305737572405273,1.1875659241639158
NCZ17,12.15,0,0.079592733,8,37.3506,OUT045,2002,2,1,1,645.1602,11,0,2,0,3.074123456790123,0,0,0.079592733,0,2,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,0,24,4,1.3191031920226843,0.2806035541953991
FDZ56,16.25,0,0.025776994,6,169.9474,OUT049,1999,1,0,1,2863.6058,14,0,1,0,10.458301538461537,0,0,0.025776994,3,0,2348.3546346236562,1513.2894635254877,930,1966.1074,111.8544,7646.0472,7534.1928,2,22,1,0.3516423069784513,1.17770208229172
NCS05,11.5,0,0.020960615,8,133.2942,OUT013,1987,0,2,1,2649.884,26,1,2,0,11.5908,0,0,0.020960615,4,2,2298.995255579399,1533.5316639442303,932,2050.664,73.238,10256.649,10183.411,2,24,0,0.3473836506312524,1.001398271343228
DRC25,5.73,0,0.0,14,87.3882,OUT027,1985,1,2,3,1374.2112,28,1,0,0,15.250994764397904,0,1,0.06990595905899705,1,1,3694.0385576470585,2127.7600537615554,935,3364.9532,241.6854,13086.9648,12845.2794,2,62,2,1.0,0.6453899213051307
FDW59,13.15,0,0.020715913,1,83.5566,OUT046,1997,2,0,1,1268.349,16,1,1,0,6.354114068441064,0,0,0.020715913,0,0,2277.8442668817206,1488.405630940313,930,1945.8004999999998,101.8674,9779.9362,9678.068800000001,0,17,3,0.28137556676883446,0.5909660457821873
FDB36,5.465,1,0.048801674,0,132.1626,OUT017,2007,2,1,1,1573.9512,6,2,1,0,24.183458371454712,0,0,0.048801674,4,1,2340.67526349892,1550.7780254644128,926,2005.0567,143.8128,9664.7528,9520.94,2,16,4,0.6658072754459767,1.0369090527421494
FDT37,14.15,0,0.0,3,253.7014,OUT045,2002,2,1,1,5865.0322,11,0,1,0,17.929427561837457,1,1,0.07181115302636719,2,0,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,1,19,4,1.0,1.8301809767070147
